Date,Region,New Cases,Total Cases,Active Cases,Inpatient Hospitalizations,ICU Hospitalizations,Recovered Cases,Deaths
2021-03-03,North Central,1,3259,30,14,1,3150,45
2021-03-03,North East,2,1154,22,2,0,1110,10
2021-03-03,Saskatoon,17,7437,264,54,10,7091,82
2021-03-03,Central West,1,545,12,1,0,525,4
2021-03-03,Central East,1,1209,44,5,1,1095,10
2021-03-03,Regina,35,5674,431,35,8,5137,106
2021-03-03,South West,1,604,2,0,0,598,3
2021-03-03,South Central,0,788,0,2,0,739,13
2021-03-03,South East,0,1129,10,4,0,1079,34
2021-03-04,Far North West,12,2058,63,3,0,1853,24
2021-03-04,Far North Central,0,341,17,0,0,322,2
2021-03-04,Far North East,0,1816,38,2,0,1668,11
2021-03-04,North West,1,3034,23,11,0,2877,45
2021-03-04,North Central,3,3269,30,14,0,3158,45
2021-03-04,North East,0,1154,17,2,0,1116,11
2021-03-04,Saskatoon,46,7483,273,52,10,7128,82
2021-03-04,Central West,4,549,11,1,0,530,4
2021-03-04,Central East,1,1214,35,5,1,1106,10
2021-03-04,Regina,41,5717,423,33,9,5188,106
2021-03-04,South West,1,605,3,0,0,599,3
2021-03-04,South Central,0,791,0,0,0,744,13
2021-03-04,South East,2,1131,10,3,0,1081,35
2021-03-05,Far North West,4,2081,65,3,0,1864,24
2021-03-05,Far North Central,2,343,14,0,0,327,2
2021-03-05,Far North East,4,1829,36,2,0,1685,11
2021-03-05,North West,6,3054,29,11,0,2887,45
2021-03-05,North Central,3,3286,35,9,2,3162,45
2021-03-05,North East,6,1162,21,3,0,1118,11
2021-03-05,Saskatoon,45,7529,293,52,9,7153,83
2021-03-05,Central West,0,549,11,1,0,530,4
2021-03-05,Central East,13,1233,43,4,1,1114,10
2021-03-05,Regina,43,5763,429,31,8,5227,107
2021-03-05,South West,2,607,5,0,0,599,3
2021-03-05,South Central,0,796,0,0,0,744,13
2021-03-05,South East,4,1136,14,2,0,1082,35
2021-03-06,Far North West,3,2090,64,3,0,1869,24
2021-03-06,Far North Central,0,343,12,0,0,329,2
2021-03-06,Far North East,5,1843,35,1,0,1700,11
2021-03-06,North West,1,3065,30,10,0,2889,45
2021-03-06,North Central,4,3309,38,8,2,3168,45
2021-03-06,North East,2,1165,23,1,0,1118,11
2021-03-06,Saskatoon,34,7563,321,57,10,7156,86
2021-03-06,Central West,1,550,12,0,0,530,4
2021-03-06,Central East,2,1245,44,3,1,1115,10
2021-03-06,Regina,58,5824,473,35,9,5244,107
2021-03-06,South West,1,608,6,0,0,599,3
2021-03-06,South Central,0,796,0,0,0,745,13
2021-03-06,South East,1,1140,15,2,0,1083,35
2021-03-07,Far North West,3,2096,63,3,0,1895,25
2021-03-07,Far North Central,1,344,7,0,0,335,2
2021-03-07,Far North East,3,1846,34,1,0,1705,11
2021-03-07,North West,0,3071,28,11,0,2905,46
2021-03-07,North Central,4,3317,37,10,1,3173,45
2021-03-07,North East,0,1165,22,1,0,1121,11
2021-03-07,Saskatoon,19,7582,302,50,11,7194,86
2021-03-07,Central West,2,552,12,0,0,535,4
2021-03-07,Central East,0,1253,41,3,1,1128,10
2021-03-07,Regina,50,5875,443,33,9,5325,107
2021-03-07,South West,2,610,7,0,0,600,3
2021-03-07,South Central,0,801,0,0,0,752,13
2021-03-07,South East,4,1146,15,2,0,1087,35
2021-03-08,Far North West,1,2097,56,3,0,1926,25
2021-03-08,Far North Central,0,344,7,0,0,335,2
2021-03-08,Far North East,1,1851,32,1,0,1713,11
2021-03-08,North West,0,3075,23,11,0,2916,46
2021-03-08,North Central,5,3327,41,8,1,3179,45
2021-03-08,North East,3,1168,24,1,0,1124,11
2021-03-08,Saskatoon,6,7588,290,47,12,7211,87
2021-03-08,Central West,0,552,11,0,0,536,4
2021-03-08,Central East,2,1265,39,3,2,1145,10
2021-03-08,Regina,50,5925,443,40,8,5375,107
2021-03-08,South West,0,610,7,0,0,600,3
2021-03-08,South Central,0,803,0,0,0,757,13
2021-03-08,South East,2,1148,17,3,0,1087,35
2021-03-09,Far North West,2,2102,43,2,0,1953,25
2021-03-09,Far North Central,0,344,7,0,0,335,2
2021-03-09,Far North East,1,1860,33,1,0,1718,11
2021-03-09,North West,1,3084,22,12,0,2928,47
2021-03-09,North Central,0,3332,42,8,2,3182,45
2021-03-09,North East,1,1169,16,2,0,1133,11
2021-03-09,Saskatoon,37,7625,304,44,11,7234,87
2021-03-09,Central West,0,552,11,0,0,536,4
2021-03-09,Central East,0,1268,25,3,2,1162,10
2021-03-09,Regina,30,5956,420,39,10,5429,107
2021-03-09,South West,3,613,10,0,0,600,3
2021-03-09,South Central,0,804,0,0,0,764,13
2021-03-09,South East,0,1151,16,3,0,1088,35
2021-03-10,Far North West,1,2105,37,2,0,1971,25
2021-03-10,Far North Central,0,344,6,0,0,336,2
2021-03-10,Far North East,0,1864,31,1,0,1733,11
2021-03-10,North West,2,3095,15,10,1,2946,47
2021-03-10,North Central,0,3336,39,10,0,3194,45
2021-03-10,North East,7,1177,22,2,0,1136,11
2021-03-10,Saskatoon,26,7651,292,44,12,7272,87
2021-03-10,Central West,0,552,9,0,0,538,4
2021-03-10,Central East,0,1276,24,4,2,1170,10
2021-03-10,Regina,41,5998,442,37,12,5448,108
2021-03-10,South West,0,613,10,0,0,600,3
2021-03-10,South Central,0,804,0,0,0,772,13
2021-03-10,South East,0,1151,15,2,0,1089,35
2021-03-11,Far North West,2,2108,37,2,0,1983,25
2021-03-11,Far North Central,1,345,4,0,0,339,2
2021-03-11,Far North East,5,1890,36,1,0,1737,11
2021-03-11,North West,1,3115,15,12,1,2960,47
2021-03-11,North Central,8,3354,48,9,1,3204,45
2021-03-11,North East,7,1184,28,0,0,1138,11
2021-03-11,Saskatoon,24,7675,282,43,11,7306,87
2021-03-11,Central West,1,553,9,0,0,539,4
2021-03-11,Central East,1,1285,22,5,2,1184,10
2021-03-11,Regina,51,6050,441,36,12,5501,108
2021-03-11,South West,4,617,14,0,0,600,3
2021-03-11,South Central,0,808,0,0,0,772,13
2021-03-11,South East,3,1157,18,2,0,1091,35
2021-03-12,Far North West,1,2109,31,2,0,2005,25
2021-03-12,Far North Central,1,346,5,0,0,339,2
2021-03-12,Far North East,5,1900,40,1,0,1749,11
2021-03-12,North West,1,3131,13,10,1,2972,47
2021-03-12,North Central,5,3365,50,6,1,3210,45
2021-03-12,North East,8,1192,36,0,0,1140,11
2021-03-12,Saskatoon,31,7706,285,43,13,7333,88
2021-03-12,Central West,0,553,9,0,0,539,4
2021-03-12,Central East,0,1303,20,5,2,1192,10
2021-03-12,Regina,67,6119,471,32,10,5539,109
2021-03-12,South West,2,620,16,0,0,600,3
2021-03-12,South Central,0,810,0,1,0,774,14
2021-03-12,South East,1,1159,17,2,0,1094,35
2021-03-13,Far North West,0,2111,29,2,0,2007,25
2021-03-13,Far North Central,5,351,10,0,0,339,2
2021-03-13,Far North East,2,1908,29,1,0,1789,11
2021-03-13,North West,2,3143,15,9,1,2978,47
2021-03-13,North Central,0,3369,49,6,1,3216,45
2021-03-13,North East,7,1199,41,0,0,1143,11
2021-03-13,Saskatoon,16,7722,284,45,14,7349,89
2021-03-13,Central West,0,553,8,0,0,541,4
2021-03-13,Central East,3,1316,22,4,2,1199,10
2021-03-13,Regina,64,6183,499,32,12,5575,109
2021-03-13,South West,1,621,16,0,0,601,3
2021-03-13,South Central,0,824,0,2,0,774,14
2021-03-13,South East,1,1164,18,2,0,1094,35
2021-03-14,Far North West,0,2111,17,2,0,2033,26
2021-03-14,Far North Central,0,351,10,0,0,339,2
2021-03-14,Far North East,0,1914,29,1,0,1804,11
2021-03-14,North West,0,3150,15,9,1,2988,47
2021-03-14,North Central,0,3370,42,7,1,3229,45
2021-03-14,North East,2,1201,43,0,0,1143,11
2021-03-14,Saskatoon,25,7747,263,44,13,7395,89
2021-03-14,Central West,2,555,6,0,0,545,4
2021-03-14,Central East,0,1331,21,5,2,1204,10
2021-03-14,Regina,27,6211,484,32,12,5617,110
2021-03-14,South West,0,627,15,0,0,602,3
2021-03-14,South Central,0,828,0,1,0,777,14
2021-03-14,South East,5,1170,21,1,0,1096,35
2021-03-15,Far North West,0,2111,13,2,0,2061,26
2021-03-15,Far North Central,0,351,8,0,0,341,2
2021-03-15,Far North East,0,1917,25,1,0,1817,11
2021-03-15,North West,4,3160,13,8,1,3008,47
2021-03-15,North Central,2,3375,38,7,0,3245,45
2021-03-15,North East,7,1209,44,0,0,1151,11
2021-03-15,Saskatoon,11,7758,229,44,14,7440,89
2021-03-15,Central West,0,557,6,0,0,545,4
2021-03-15,Central East,2,1341,10,7,3,1222,10
2021-03-15,Regina,53,6264,493,36,12,5661,110
2021-03-15,South West,1,628,14,0,0,604,3
2021-03-15,South Central,0,834,0,1,0,782,14
2021-03-15,South East,0,1170,17,1,0,1101,35
2021-03-16,Far North West,0,2113,10,3,0,2064,27
2021-03-16,Far North Central,0,351,8,0,0,341,2
2021-03-16,Far North East,3,1924,23,1,0,1831,11
2021-03-16,North West,0,3167,12,7,1,3018,47
2021-03-16,North Central,0,3376,33,6,0,3266,45
2021-03-16,North East,0,1210,43,0,0,1154,11
2021-03-16,Saskatoon,16,7774,211,42,15,7474,89
2021-03-16,Central West,1,558,6,0,0,546,4
2021-03-16,Central East,0,1345,8,6,3,1234,10
2021-03-16,Regina,101,6365,535,40,11,5719,111
2021-03-16,South West,2,631,15,0,0,605,3
2021-03-16,South Central,0,835,0,1,1,782,14
2021-03-16,South East,5,1178,21,1,0,1105,35
2021-03-17,Far North West,1,2115,8,2,0,2070,27
2021-03-17,Far North Central,0,351,7,0,0,342,2
2021-03-17,Far North East,0,1929,20,1,0,1834,11
2021-03-17,North West,0,3172,12,6,1,3023,48
2021-03-17,North Central,0,3382,34,5,0,3274,45
2021-03-17,North East,7,1218,50,0,0,1154,11
2021-03-17,Saskatoon,20,7794,212,42,15,7493,89
2021-03-17,Central West,0,558,4,0,0,548,4
2021-03-17,Central East,0,1352,8,7,3,1242,10
2021-03-17,Regina,27,6393,513,42,11,5769,111
2021-03-17,South West,0,632,13,1,0,607,3
2021-03-17,South Central,0,837,0,1,1,787,14
2021-03-17,South East,5,1183,22,1,0,1111,35
2021-03-18,Far North West,0,2115,7,3,0,2071,27
2021-03-18,Far North Central,0,351,7,0,0,342,2
2021-03-18,Far North East,1,1930,20,1,0,1839,11
2021-03-18,North West,1,3176,13,5,1,3027,48
2021-03-18,North Central,1,3389,34,6,0,3284,45
2021-03-18,North East,3,1221,50,0,0,1157,11
2021-03-18,Saskatoon,15,7809,221,41,11,7498,90
2021-03-18,Central West,0,560,4,0,0,548,4
2021-03-18,Central East,2,1357,8,6,3,1254,10
2021-03-18,Regina,65,6458,527,41,11,5820,111
2021-03-18,South West,0,635,13,1,0,607,3
2021-03-18,South Central,0,840,0,2,1,789,14
2021-03-18,South East,2,1191,22,3,0,1113,35
2021-03-19,Far North West,0,2115,5,3,0,2074,28
2021-03-19,Far North Central,0,351,7,0,0,341,3
2021-03-19,Far North East,1,1933,20,1,0,1848,11
2021-03-19,North West,0,3184,12,5,0,3036,48
2021-03-19,North Central,4,3398,35,6,0,3292,45
2021-03-19,North East,8,1232,57,0,0,1158,11
2021-03-19,Saskatoon,20,7830,205,42,10,7535,90
2021-03-19,Central West,0,561,6,0,0,547,5
2021-03-19,Central East,0,1369,8,6,3,1258,10
2021-03-19,Regina,86,6544,583,37,13,5850,111
2021-03-19,South West,0,639,10,1,0,610,3
2021-03-19,South Central,0,846,0,3,1,790,14
2021-03-19,South East,6,1202,28,2,0,1116,35
2021-03-20,Far North West,1,2121,5,3,0,2077,28
2021-03-20,Far North Central,0,351,7,0,0,341,3
2021-03-20,Far North East,0,1935,17,1,0,1853,13
2021-03-20,North West,1,3193,11,6,0,3048,48
2021-03-20,North Central,10,3413,40,6,0,3296,46
2021-03-20,North East,2,1237,52,0,0,1166,11
2021-03-20,Saskatoon,29,7859,208,42,9,7561,90
2021-03-20,Central West,1,563,7,0,0,547,5
2021-03-20,Central East,1,1381,9,6,3,1266,10
2021-03-20,Regina,91,6640,638,37,14,5891,111
2021-03-20,South West,0,639,10,1,0,610,3
2021-03-20,South Central,3,858,3,4,1,790,14
2021-03-20,South East,12,1220,40,2,0,1116,35
2021-03-21,Far North West,1,2122,4,3,0,2080,28
2021-03-21,Far North Central,0,351,6,0,0,342,3
2021-03-21,Far North East,1,1936,13,1,0,1877,13
2021-03-21,North West,1,3201,11,6,0,3067,48
2021-03-21,North Central,6,3428,38,5,0,3308,46
2021-03-21,North East,6,1244,51,0,0,1173,11
2021-03-21,Saskatoon,19,7878,203,41,10,7585,90
2021-03-21,Central West,0,564,6,0,0,548,5
2021-03-21,Central East,0,1387,8,6,2,1275,10
2021-03-21,Regina,105,6745,692,40,16,5941,112
2021-03-21,South West,0,639,6,1,0,614,3
2021-03-21,South Central,0,861,3,4,1,794,14
2021-03-21,South East,3,1230,40,3,0,1122,35
2021-03-22,Far North West,0,2126,3,3,0,2081,28
2021-03-22,Far North Central,0,351,5,0,0,343,3
2021-03-22,Far North East,2,1947,10,1,0,1887,13
2021-03-22,North West,1,3207,11,7,0,3086,48
2021-03-22,North Central,4,3441,37,6,0,3320,46
2021-03-22,North East,8,1253,51,0,0,1181,11
2021-03-22,Saskatoon,28,7906,200,41,10,7616,90
2021-03-22,Central West,1,565,5,0,0,550,5
2021-03-22,Central East,0,1394,8,6,2,1293,10
2021-03-22,Regina,102,6847,726,42,15,6009,112
2021-03-22,South West,0,640,4,1,0,617,3
2021-03-22,South Central,0,873,3,5,1,796,14
2021-03-22,South East,3,1237,42,3,0,1124,35
2021-03-23,Far North West,0,2127,3,4,0,2083,28
2021-03-23,Far North Central,1,352,1,0,0,348,3
2021-03-23,Far North East,0,1948,8,1,0,1895,13
2021-03-23,North West,1,3216,9,6,0,3099,48
2021-03-23,North Central,1,3450,38,6,0,3324,46
2021-03-23,North East,10,1265,54,1,0,1188,11
2021-03-23,Saskatoon,8,7913,191,42,8,7632,90
2021-03-23,Central West,0,565,5,0,0,550,5
2021-03-23,Central East,0,1402,5,9,2,1306,10
2021-03-23,Regina,91,6940,755,45,15,6073,112
2021-03-23,South West,0,641,3,2,0,618,3
2021-03-23,South Central,1,876,4,4,1,809,15
2021-03-23,South East,0,1243,41,6,0,1129,35
2021-03-24,Far North West,4,2134,7,4,0,2083,28
2021-03-24,Far North Central,0,352,1,0,0,348,3
2021-03-24,Far North East,0,1949,8,1,0,1901,13
2021-03-24,North West,0,3226,9,6,0,3101,49
2021-03-24,North Central,0,3452,38,6,0,3326,46
2021-03-24,North East,4,1269,55,1,0,1191,11
2021-03-24,Saskatoon,26,7939,193,41,8,7656,90
2021-03-24,Central West,0,565,3,0,0,552,5
2021-03-24,Central East,0,1407,5,7,2,1321,10
2021-03-24,Regina,116,7056,844,46,11,6100,112
2021-03-24,South West,0,642,3,2,0,624,3
2021-03-24,South Central,1,878,5,4,1,813,15
2021-03-24,South East,1,1252,37,7,0,1135,35
2021-03-25,Far North West,0,2137,7,1,0,2083,28
2021-03-25,Far North Central,0,352,1,0,0,348,3
2021-03-25,Far North East,2,1951,10,1,0,1903,13
2021-03-25,North West,0,3230,5,5,0,3110,49
2021-03-25,North Central,0,3456,38,5,0,3330,47
2021-03-25,North East,1,1270,49,1,0,1199,11
2021-03-25,Saskatoon,25,7963,206,41,6,7667,90
2021-03-25,Central West,3,568,6,0,0,553,5
2021-03-25,Central East,1,1426,4,8,2,1330,11
2021-03-25,Regina,70,7127,862,56,12,6153,112
2021-03-25,South West,0,642,2,2,0,625,3
2021-03-25,South Central,0,890,5,3,2,819,15
2021-03-25,South East,5,1277,42,9,0,1136,35
2021-03-26,Far North West,0,2141,7,1,0,2085,28
2021-03-26,Far North Central,0,352,1,0,0,348,3
2021-03-26,Far North East,4,1968,17,1,0,1916,13
2021-03-26,North West,0,3243,5,6,0,3116,50
2021-03-26,North Central,2,3454,29,6,0,3328,47
2021-03-26,North East,6,1278,55,1,0,1199,11
2021-03-26,Saskatoon,34,7997,224,37,5,7683,90
2021-03-26,Central West,0,569,5,0,0,554,5
2021-03-26,Central East,0,1429,4,9,2,1334,11
2021-03-26,Regina,104,7233,867,54,16,6247,119
2021-03-26,South West,0,642,0,2,0,628,3
2021-03-26,South Central,2,904,7,4,1,820,15
2021-03-26,South East,6,1290,43,10,0,1144,35
2021-03-27,Far North West,1,2145,7,0,0,2087,28
2021-03-27,Far North Central,0,352,1,0,0,348,3
2021-03-27,Far North East,1,1970,18,1,0,1921,13
2021-03-27,North West,1,3254,6,5,0,3122,50
2021-03-27,North Central,1,3463,26,7,0,3335,47
2021-03-27,North East,11,1292,60,1,0,1207,11
2021-03-27,Saskatoon,28,8025,232,38,5,7703,90
2021-03-27,Central West,2,573,7,0,0,554,5
2021-03-27,Central East,0,1432,4,9,2,1341,11
2021-03-27,Regina,122,7357,964,56,16,6274,119
2021-03-27,South West,0,642,0,1,1,629,3
2021-03-27,South Central,0,922,7,1,1,822,15
2021-03-27,South East,0,1301,38,8,0,1149,35
2021-03-28,Far North West,0,2149,7,0,0,2087,28
2021-03-28,Far North Central,0,352,1,0,0,348,3
2021-03-28,Far North East,3,1974,20,1,0,1922,13
2021-03-28,North West,0,3258,5,4,1,3126,50
2021-03-28,North Central,2,3479,26,7,0,3339,47
2021-03-28,North East,4,1296,61,1,0,1210,11
2021-03-28,Saskatoon,24,8049,241,36,6,7718,90
2021-03-28,Central West,0,574,7,0,0,556,5
2021-03-28,Central East,4,1442,6,10,2,1346,11
2021-03-28,Regina,130,7487,1026,59,17,6340,121
2021-03-28,South West,0,643,0,1,1,632,3
2021-03-28,South Central,1,939,8,1,0,825,15
2021-03-28,South East,7,1333,43,8,0,1156,36
2021-03-29,Far North West,0,2151,7,0,0,2087,28
2021-03-29,Far North Central,0,352,1,0,0,348,3
2021-03-29,Far North East,4,1980,21,1,0,1927,13
2021-03-29,North West,2,3267,7,6,1,3134,50
2021-03-29,North Central,5,3489,29,9,1,3346,47
2021-03-29,North East,10,1307,63,1,0,1221,11
2021-03-29,Saskatoon,22,8071,243,38,6,7738,90
2021-03-29,Central West,4,578,11,0,0,556,5
2021-03-29,Central East,1,1448,7,9,2,1358,11
2021-03-29,Regina,101,7588,1039,62,15,6428,121
2021-03-29,South West,0,644,0,1,0,636,3
2021-03-29,South Central,0,949,8,1,0,831,15
2021-03-29,South East,2,1349,39,9,0,1167,36
2021-03-30,Far North West,0,2152,6,0,0,2093,28
2021-03-30,Far North Central,0,352,1,0,0,348,3
2021-03-30,Far North East,0,1983,20,1,0,1932,13
2021-03-30,North West,0,3270,6,5,0,3144,50
2021-03-30,North Central,1,3490,21,8,1,3359,47
2021-03-30,North East,1,1309,62,0,0,1226,11
2021-03-30,Saskatoon,24,8095,238,36,6,7767,90
2021-03-30,Central West,0,580,10,0,0,558,5
2021-03-30,Central East,0,1459,6,10,1,1369,12
2021-03-30,Regina,91,7679,1039,66,14,6519,121
2021-03-30,South West,0,644,0,1,0,636,3
2021-03-30,South Central,0,969,5,2,0,843,15
2021-03-30,South East,0,1355,27,9,0,1185,36
2021-03-31,Far North West,0,2152,5,0,0,2094,28
2021-03-31,Far North Central,0,352,1,0,0,348,3
2021-03-31,Far North East,1,1984,17,1,0,1936,13
2021-03-31,North West,0,3275,5,4,0,3154,50
2021-03-31,North Central,0,3497,18,6,2,3373,47
2021-03-31,North East,3,1312,59,0,0,1233,11
2021-03-31,Saskatoon,20,8115,239,38,5,7786,90
2021-03-31,Central West,0,580,10,0,0,559,5
2021-03-31,Central East,2,1474,8,10,1,1375,12
2021-03-31,Regina,98,7777,1030,74,15,6625,122
2021-03-31,South West,0,650,0,1,0,635,4
2021-03-31,South Central,2,989,7,2,0,846,15
2021-03-31,South East,1,1370,25,7,0,1195,36
2021-04-01,Far North West,0,2152,5,0,0,2098,28
2021-04-01,Far North Central,0,352,1,0,0,348,3
2021-04-01,Far North East,3,1987,18,1,0,1947,13
2021-04-01,North West,0,3275,5,6,0,3159,50
2021-04-01,North Central,1,3507,18,2,0,3384,47
2021-04-01,North East,9,1322,60,0,0,1242,11
2021-04-01,Saskatoon,14,8129,225,49,10,7814,90
2021-04-01,Central West,1,581,10,0,0,560,5
2021-04-01,Central East,1,1479,9,8,1,1382,12
2021-04-01,Regina,115,7896,1046,78,23,6728,122
2021-04-01,South West,0,651,0,1,0,636,4
2021-04-01,South Central,1,1002,8,2,0,858,15
2021-04-01,South East,2,1398,24,11,0,1202,36
2021-04-02,Far North West,0,2153,5,0,0,2099,28
2021-04-02,Far North Central,0,352,0,0,0,349,3
2021-04-02,Far North East,0,1990,18,1,0,1948,13
2021-04-02,North West,1,3289,5,6,1,3168,50
2021-04-02,North Central,3,3519,20,2,2,3392,47
2021-04-02,North East,9,1331,59,0,0,1254,11
2021-04-02,Saskatoon,36,8165,253,48,9,7822,91
2021-04-02,Central West,0,581,10,0,0,560,5
2021-04-02,Central East,1,1487,10,10,1,1390,12
2021-04-02,Regina,112,8009,1068,80,23,6819,122
2021-04-02,South West,0,651,0,0,0,637,4
2021-04-02,South Central,0,1024,7,2,1,862,15
2021-04-02,South East,3,1429,27,7,0,1208,36
2021-04-03,Far North West,1,2159,2,0,0,2107,28
2021-04-03,Far North Central,0,352,0,0,0,349,3
2021-04-03,Far North East,1,1991,19,1,0,1949,13
2021-04-03,North West,2,3308,6,9,0,3180,50
2021-04-03,North Central,0,3522,18,2,2,3396,47
2021-04-03,North East,10,1342,65,0,0,1258,11
2021-04-03,Saskatoon,51,8216,278,41,9,7848,90
2021-04-03,Central West,1,582,11,0,0,560,5
2021-04-03,Central East,0,1497,10,12,2,1395,12
2021-04-03,Regina,127,8136,1078,72,26,6936,122
2021-04-03,South West,3,657,3,0,0,638,4
2021-04-03,South Central,1,1044,7,1,3,864,15
2021-04-03,South East,9,1453,35,9,0,1217,36
2021-04-04,Far North West,0,2159,2,0,0,2109,28
2021-04-04,Far North Central,0,352,0,0,0,349,3
2021-04-04,Far North East,3,1998,20,1,0,1952,13
2021-04-04,North West,0,3315,6,10,0,3186,50
2021-04-04,North Central,2,3526,20,2,2,3398,47
2021-04-04,North East,6,1348,70,0,0,1259,11
2021-04-04,Saskatoon,27,8243,280,45,10,7873,90
2021-04-04,Central West,0,582,8,1,0,563,5
2021-04-04,Central East,3,1510,12,13,2,1414,12
2021-04-04,Regina,112,8248,1117,69,27,7007,124
2021-04-04,South West,2,661,5,0,0,638,4
2021-04-04,South Central,0,1059,7,1,3,875,15
2021-04-04,South East,1,1479,31,8,0,1240,37
2021-04-05,Far North West,0,2162,2,0,0,2113,28
2021-04-05,Far North Central,0,352,0,0,0,349,3
2021-04-05,Far North East,0,1998,16,1,0,1957,13
2021-04-05,North West,0,3323,6,8,0,3196,50
2021-04-05,North Central,1,3530,19,2,3,3407,47
2021-04-05,North East,3,1352,66,0,0,1268,11
2021-04-05,Saskatoon,44,8287,290,47,8,7906,91
2021-04-05,Central West,1,583,9,0,0,564,5
2021-04-05,Central East,1,1522,13,11,2,1417,12
2021-04-05,Regina,110,8358,1121,67,31,7113,124
2021-04-05,South West,0,662,5,0,0,638,4
2021-04-05,South Central,0,1079,5,2,3,889,15
2021-04-05,South East,1,1489,26,10,0,1253,37
2021-04-06,Far North West,1,2167,2,2,0,2117,28
2021-04-06,Far North Central,0,352,0,0,0,349,3
2021-04-06,Far North East,0,1998,15,1,0,1959,13
2021-04-06,North West,0,3334,5,8,0,3206,50
2021-04-06,North Central,0,3533,18,2,4,3415,48
2021-04-06,North East,2,1354,57,0,0,1281,11
2021-04-06,Saskatoon,30,8317,292,45,6,7934,91
2021-04-06,Central West,0,583,7,0,0,568,5
2021-04-06,Central East,5,1539,18,11,2,1420,12
2021-04-06,Regina,97,8457,1096,77,30,7235,126
2021-04-06,South West,1,663,6,0,0,638,4
2021-04-06,South Central,0,1093,5,2,2,907,15
2021-04-06,South East,2,1525,28,10,0,1264,37
2021-04-07,Far North West,0,2171,2,2,0,2121,28
2021-04-07,Far North Central,0,352,0,0,0,349,3
2021-04-07,Far North East,0,2000,12,1,0,1963,13
2021-04-07,North West,2,3343,7,9,0,3210,50
2021-04-07,North Central,2,3536,18,3,4,3430,49
2021-04-07,North East,0,1354,53,0,0,1285,11
2021-04-07,Saskatoon,43,8360,311,42,6,7958,91
2021-04-07,Central West,0,583,7,0,0,569,5
2021-04-07,Central East,2,1551,16,17,2,1430,12
2021-04-07,Regina,74,8532,1040,76,27,7365,127
2021-04-07,South West,0,666,6,0,0,639,4
2021-04-07,South Central,1,1108,5,1,3,924,15
2021-04-07,South East,4,1548,25,8,0,1296,37
2021-04-08,Far North West,1,2175,3,2,0,2123,28
2021-04-08,Far North Central,1,353,1,0,0,349,3
2021-04-08,Far North East,2,2004,10,1,0,1969,13
2021-04-08,North West,1,3346,6,9,0,3220,50
2021-04-08,North Central,1,3540,14,3,4,3440,49
2021-04-08,North East,3,1359,46,1,0,1296,11
2021-04-08,Saskatoon,32,8392,321,41,7,7979,92
2021-04-08,Central West,1,584,4,0,0,573,5
2021-04-08,Central East,1,1560,16,14,3,1436,12
2021-04-08,Regina,91,8626,1033,82,25,7466,127
2021-04-08,South West,2,672,8,0,0,640,4
2021-04-08,South Central,0,1129,5,3,2,934,15
2021-04-08,South East,10,1571,33,9,0,1311,38
2021-04-09,Far North West,2,2181,5,2,0,2124,28
2021-04-09,Far North Central,0,353,1,0,0,349,3
2021-04-09,Far North East,0,2004,10,1,0,1972,13
2021-04-09,North West,1,3391,7,5,0,3233,50
2021-04-09,North Central,3,3554,14,3,5,3443,49
2021-04-09,North East,1,1366,46,1,0,1298,11
2021-04-09,Saskatoon,64,8456,361,42,7,8002,93
2021-04-09,Central West,2,587,6,0,0,575,5
2021-04-09,Central East,12,1579,28,14,3,1447,12
2021-04-09,Regina,108,8734,1049,82,25,7554,131
2021-04-09,South West,0,676,8,0,0,640,4
2021-04-09,South Central,0,1137,5,3,3,954,15
2021-04-09,South East,13,1634,46,10,0,1316,39
2021-04-10,Far North West,3,2187,8,2,0,2124,28
2021-04-10,Far North Central,0,353,1,0,0,349,3
2021-04-10,Far North East,1,2006,10,1,0,1973,13
2021-04-10,North West,2,3402,9,4,0,3236,50
2021-04-10,North Central,3,3560,17,3,5,3449,49
2021-04-10,North East,3,1370,46,1,0,1301,11
2021-04-10,Saskatoon,35,8491,376,38,9,8022,93
2021-04-10,Central West,2,589,8,0,0,575,5
2021-04-10,Central East,0,1586,26,13,3,1462,12
2021-04-10,Regina,90,8826,1039,75,24,7656,131
2021-04-10,South West,6,686,14,0,2,646,4
2021-04-10,South Central,1,1156,4,2,3,974,15
2021-04-10,South East,11,1664,56,6,0,1332,39
2021-04-11,Far North West,0,2194,8,2,0,2124,28
2021-04-11,Far North Central,0,353,1,0,0,349,3
2021-04-11,Far North East,2,2008,9,1,0,1976,13
2021-04-11,North West,5,3425,14,4,0,3236,50
2021-04-11,North Central,3,3568,19,3,5,3458,49
2021-04-11,North East,3,1376,40,2,0,1311,11
2021-04-11,Saskatoon,78,8569,440,43,9,8036,93
2021-04-11,Central West,2,593,9,0,0,576,5
2021-04-11,Central East,2,1598,27,12,3,1466,13
2021-04-11,Regina,120,8946,1044,78,25,7771,131
2021-04-11,South West,0,689,14,1,1,647,4
2021-04-11,South Central,0,1173,3,0,3,987,15
2021-04-11,South East,16,1701,70,7,0,1360,39
2021-04-12,Far North West,1,2198,9,2,0,2125,28
2021-04-12,Far North Central,0,353,1,0,0,349,3
2021-04-12,Far North East,2,2011,11,1,0,1979,13
2021-04-12,North West,2,3442,15,4,0,3251,50
2021-04-12,North Central,5,3577,21,7,3,3471,49
2021-04-12,North East,1,1377,32,2,0,1320,11
